Model,GPU UUID,Batch,Concurrency,Model Config Path,Instance Group,Satisfies Constraints,GPU Memory Usage (MB),GPU Utilization (%),GPU Power Usage (W)
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_58,21:GPU,Yes,22106.1,95.1,232.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_58,21:GPU,Yes,22106.1,94.8,209.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_58,21:GPU,Yes,22106.1,92.6,207.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_58,21:GPU,Yes,22106.1,95.0,208.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_58,21:GPU,Yes,22106.1,92.4,203.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_58,21:GPU,Yes,22106.1,95.1,207.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_117,44:GPU,Yes,22108.2,91.6,205.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_117,44:GPU,Yes,22108.2,94.9,232.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_117,44:GPU,Yes,22108.2,94.6,210.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_117,44:GPU,Yes,22108.2,95.1,212.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_117,44:GPU,Yes,22108.2,94.5,208.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_117,44:GPU,Yes,22108.2,94.8,208.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_117,44:GPU,Yes,22108.2,91.8,206.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_102,37:GPU,Yes,22108.2,95.1,209.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_102,37:GPU,Yes,22108.2,92.6,229.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_102,37:GPU,Yes,22108.2,95.0,208.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_102,37:GPU,Yes,22108.2,95.2,211.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_102,37:GPU,Yes,22108.2,95.1,209.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_102,37:GPU,Yes,22108.2,92.2,205.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_102,37:GPU,No,22108.2,92.2,206.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_119,44:GPU,Yes,22108.2,95.2,210.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_119,44:GPU,Yes,22108.2,95.1,210.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_119,44:GPU,Yes,22108.2,95.2,211.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_119,44:GPU,Yes,22108.2,92.4,228.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_119,44:GPU,Yes,22108.2,92.7,206.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_119,44:GPU,Yes,22108.2,94.9,209.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_119,44:GPU,No,22108.2,92.4,206.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_146,53:GPU,Yes,22112.4,94.9,210.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_146,53:GPU,Yes,22112.4,95.2,233.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_146,53:GPU,Yes,22112.4,94.7,209.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_146,53:GPU,Yes,22112.4,92.6,210.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_146,53:GPU,Yes,22112.4,94.8,210.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_146,53:GPU,Yes,22112.4,95.2,210.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_146,53:GPU,No,22112.4,92.5,209.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_33,12:GPU,Yes,22104.0,92.2,205.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_33,12:GPU,Yes,22104.0,92.6,230.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_33,12:GPU,Yes,22104.0,92.2,204.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_33,12:GPU,Yes,22104.0,92.5,207.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_33,12:GPU,Yes,22104.0,92.4,204.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_33,12:GPU,Yes,22104.0,92.3,202.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_33,12:GPU,Yes,22104.0,95.0,206.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_26,9:GPU,Yes,22104.0,91.2,206.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_26,9:GPU,Yes,22104.0,95.1,231.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_26,9:GPU,Yes,22104.0,92.4,205.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_26,9:GPU,Yes,22104.0,95.2,210.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_26,9:GPU,Yes,22104.0,94.8,206.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_26,9:GPU,Yes,22104.0,92.2,202.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_26,9:GPU,Yes,22104.0,94.7,206.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_153,56:GPU,Yes,22112.4,95.2,212.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_153,56:GPU,Yes,22112.4,95.2,234.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_153,56:GPU,Yes,22112.4,94.9,209.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_153,56:GPU,Yes,22112.4,95.1,212.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_153,56:GPU,Yes,22112.4,92.4,207.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_153,56:GPU,Yes,22112.4,92.3,207.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_153,56:GPU,No,22112.4,94.9,211.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_128,47:GPU,Yes,22108.2,95.0,210.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_128,47:GPU,Yes,22108.2,95.2,234.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_128,47:GPU,Yes,22108.2,92.3,207.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_128,47:GPU,Yes,22108.2,92.5,210.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_128,47:GPU,Yes,22108.2,95.0,208.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_128,47:GPU,Yes,22108.2,94.9,211.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_128,47:GPU,No,22108.2,95.1,210.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_89,32:GPU,Yes,22106.1,95.1,209.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_89,32:GPU,Yes,22106.1,95.2,233.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_89,32:GPU,Yes,22106.1,95.1,208.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_89,32:GPU,Yes,22106.1,92.4,209.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_89,32:GPU,Yes,22106.1,94.6,207.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_89,32:GPU,Yes,22106.1,94.4,206.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_89,32:GPU,Yes,22106.1,92.2,205.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_36,13:GPU,Yes,22104.0,95.1,207.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_36,13:GPU,Yes,22104.0,92.5,227.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_36,13:GPU,Yes,22104.0,92.5,208.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_36,13:GPU,Yes,22104.0,94.9,206.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_36,13:GPU,Yes,22104.0,92.2,204.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_36,13:GPU,Yes,22104.0,92.6,205.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_36,13:GPU,Yes,22104.0,95.1,207.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_56,20:GPU,Yes,22106.1,92.6,204.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_56,20:GPU,Yes,22106.1,95.0,230.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_56,20:GPU,Yes,22106.1,92.5,203.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_56,20:GPU,Yes,22106.1,92.5,207.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_56,20:GPU,Yes,22106.1,94.8,209.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_56,20:GPU,Yes,22106.1,92.1,203.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_56,20:GPU,Yes,22106.1,94.8,209.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_124,46:GPU,Yes,22108.2,95.2,210.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_124,46:GPU,Yes,22108.2,95.2,234.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_124,46:GPU,Yes,22108.2,92.3,207.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_124,46:GPU,Yes,22108.2,95.1,214.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_124,46:GPU,Yes,22108.2,95.0,210.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_124,46:GPU,Yes,22108.2,92.2,207.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_124,46:GPU,No,22108.2,94.8,209.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_24,8:GPU,Yes,22104.0,94.8,207.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_24,8:GPU,Yes,22104.0,95.2,230.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_24,8:GPU,Yes,22104.0,92.4,205.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_24,8:GPU,Yes,22104.0,95.2,210.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_24,8:GPU,Yes,22104.0,95.0,207.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_24,8:GPU,Yes,22104.0,92.3,205.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_24,8:GPU,Yes,22104.0,95.1,207.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_95,34:GPU,Yes,22106.1,92.4,206.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_95,34:GPU,Yes,22106.1,95.2,231.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_95,34:GPU,Yes,22106.1,92.4,209.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_95,34:GPU,Yes,22106.1,95.1,209.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_95,34:GPU,Yes,22106.1,94.8,208.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_95,34:GPU,Yes,22106.1,94.8,206.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_95,34:GPU,No,22106.1,94.8,208.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_132,48:GPU,Yes,22108.2,95.2,210.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_132,48:GPU,Yes,22108.2,95.2,234.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_132,48:GPU,Yes,22108.2,92.2,207.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_132,48:GPU,Yes,22108.2,92.6,209.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_132,48:GPU,Yes,22108.2,92.1,205.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_132,48:GPU,Yes,22108.2,95.1,211.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_132,48:GPU,No,22108.2,95.1,210.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_149,54:GPU,Yes,22112.4,95.0,210.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_149,54:GPU,Yes,22112.4,92.4,230.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_149,54:GPU,Yes,22112.4,95.0,210.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_149,54:GPU,Yes,22112.4,95.2,212.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_149,54:GPU,Yes,22112.4,94.9,211.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_149,54:GPU,Yes,22112.4,93.8,210.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_149,54:GPU,No,22112.4,95.1,210.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_122,45:GPU,Yes,22108.2,95.1,212.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_122,45:GPU,Yes,22108.2,92.5,229.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_122,45:GPU,Yes,22108.2,94.9,209.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_122,45:GPU,Yes,22108.2,95.2,212.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_122,45:GPU,Yes,22108.2,94.9,209.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_122,45:GPU,No,22108.2,92.1,207.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_122,45:GPU,No,22108.2,95.2,210.9
