Model,GPU UUID,Batch,Concurrency,Model Config Path,Instance Group,Satisfies Constraints,GPU Memory Usage (MB),GPU Utilization (%),GPU Power Usage (W)
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_49,17:GPU,Yes,22104.0,95.1,208.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_49,17:GPU,Yes,22104.0,95.1,231.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_49,17:GPU,Yes,22104.0,94.9,206.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_49,17:GPU,Yes,22104.0,95.2,209.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_49,17:GPU,Yes,22104.0,95.0,205.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_49,17:GPU,Yes,22104.0,94.9,208.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_49,17:GPU,No,22104.0,95.0,207.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_69,25:GPU,Yes,22106.1,94.9,208.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_69,25:GPU,Yes,22106.1,95.0,232.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_69,25:GPU,Yes,22106.1,94.8,208.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_69,25:GPU,Yes,22106.1,92.5,207.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_69,25:GPU,Yes,22106.1,92.3,201.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_69,25:GPU,Yes,22106.1,94.9,208.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_69,25:GPU,No,22106.1,95.0,206.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_76,27:GPU,Yes,22106.1,93.6,206.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_76,27:GPU,Yes,22106.1,95.2,231.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_76,27:GPU,Yes,22106.1,92.1,204.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_76,27:GPU,Yes,22106.1,95.2,209.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_76,27:GPU,Yes,22106.1,94.8,206.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_76,27:GPU,Yes,22106.1,92.4,204.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_76,27:GPU,No,22106.1,95.0,209.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_93,33:GPU,Yes,22106.1,94.9,208.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_93,33:GPU,Yes,22106.1,95.1,233.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_93,33:GPU,Yes,22106.1,94.8,207.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_93,33:GPU,Yes,22106.1,95.2,211.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_93,33:GPU,Yes,22106.1,92.3,205.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_93,33:GPU,Yes,22106.1,92.2,203.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_93,33:GPU,No,22106.1,92.1,205.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_64,23:GPU,Yes,22106.1,95.0,207.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_64,23:GPU,Yes,22106.1,95.1,232.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_64,23:GPU,Yes,22106.1,95.0,208.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_64,23:GPU,Yes,22106.1,95.1,211.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_64,23:GPU,Yes,22106.1,94.9,207.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_64,23:GPU,Yes,22106.1,94.9,208.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_64,23:GPU,Yes,22106.1,92.2,204.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_61,22:GPU,Yes,22106.1,94.9,208.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_61,22:GPU,Yes,22106.1,95.2,232.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_61,22:GPU,Yes,22106.1,94.9,207.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_61,22:GPU,Yes,22106.1,95.1,211.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_61,22:GPU,Yes,22106.1,94.9,208.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_61,22:GPU,Yes,22106.1,94.7,207.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_61,22:GPU,No,22106.1,92.1,204.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_44,16:GPU,Yes,22104.0,92.5,204.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_44,16:GPU,Yes,22104.0,92.5,227.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_44,16:GPU,Yes,22104.0,92.4,203.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_44,16:GPU,Yes,22104.0,92.4,205.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_44,16:GPU,Yes,22104.0,92.2,204.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_44,16:GPU,Yes,22104.0,92.1,201.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_44,16:GPU,Yes,22104.0,92.1,203.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_112,41:GPU,Yes,22108.2,95.1,209.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_112,41:GPU,Yes,22108.2,95.2,233.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_112,41:GPU,Yes,22108.2,92.2,206.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_112,41:GPU,Yes,22108.2,95.1,212.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_112,41:GPU,Yes,22108.2,95.1,210.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_112,41:GPU,Yes,22108.2,92.2,206.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_112,41:GPU,No,22108.2,94.9,209.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_38,14:GPU,Yes,22104.0,92.4,203.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_38,14:GPU,Yes,22104.0,92.5,227.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_38,14:GPU,Yes,22104.0,92.6,209.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_38,14:GPU,Yes,22104.0,94.7,206.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_38,14:GPU,Yes,22104.0,92.1,204.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_38,14:GPU,Yes,22104.0,92.3,201.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_38,14:GPU,Yes,22104.0,92.2,204.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_143,52:GPU,Yes,22112.4,94.9,210.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_143,52:GPU,Yes,22112.4,92.4,232.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_143,52:GPU,Yes,22112.4,92.2,206.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_143,52:GPU,Yes,22112.4,95.1,213.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_143,52:GPU,Yes,22112.4,95.0,211.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_143,52:GPU,Yes,22112.4,92.2,208.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_143,52:GPU,No,22112.4,94.6,210.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_100,36:GPU,Yes,22108.2,92.4,206.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_100,36:GPU,Yes,22108.2,93.6,231.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_100,36:GPU,Yes,22108.2,95.1,208.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_100,36:GPU,Yes,22108.2,92.5,209.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_100,36:GPU,Yes,22108.2,94.9,207.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_100,36:GPU,Yes,22108.2,95.0,208.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_100,36:GPU,No,22108.2,94.8,208.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_52,18:GPU,Yes,22104.0,95.1,207.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_52,18:GPU,Yes,22104.0,95.2,231.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_52,18:GPU,Yes,22104.0,94.7,206.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_52,18:GPU,Yes,22104.0,95.1,210.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_52,18:GPU,Yes,22104.0,94.1,205.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_52,18:GPU,Yes,22104.0,95.0,207.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_52,18:GPU,No,22104.0,95.1,207.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_85,30:GPU,Yes,22106.1,95.0,208.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_85,30:GPU,Yes,22106.1,95.2,233.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_85,30:GPU,Yes,22106.1,94.9,208.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_85,30:GPU,Yes,22106.1,92.4,209.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_85,30:GPU,Yes,22106.1,92.2,202.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_85,30:GPU,Yes,22106.1,94.9,207.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_85,30:GPU,No,22106.1,92.2,204.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_72,26:GPU,Yes,22106.1,91.8,206.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_72,26:GPU,Yes,22106.1,95.2,232.0
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_72,26:GPU,Yes,22106.1,92.6,205.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_72,26:GPU,Yes,22106.1,95.1,211.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_72,26:GPU,Yes,22106.1,95.1,206.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_72,26:GPU,Yes,22106.1,92.4,205.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_72,26:GPU,No,22106.1,92.5,204.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_40,15:GPU,Yes,22104.0,95.1,208.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_40,15:GPU,Yes,22104.0,95.1,232.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_40,15:GPU,Yes,22104.0,95.1,211.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_40,15:GPU,Yes,22104.0,95.0,207.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_40,15:GPU,Yes,22104.0,94.9,208.7
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_40,15:GPU,Yes,22104.0,95.0,207.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_40,15:GPU,Yes,22104.0,95.1,208.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_66,24:GPU,Yes,22106.1,94.9,207.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_66,24:GPU,Yes,22106.1,95.1,232.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_66,24:GPU,Yes,22106.1,92.4,207.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_66,24:GPU,Yes,22106.1,95.1,211.5
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_66,24:GPU,Yes,22106.1,95.0,207.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_66,24:GPU,Yes,22106.1,95.0,206.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_66,24:GPU,No,22106.1,92.2,204.4
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_90,32:GPU,Yes,22106.1,95.0,208.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_90,32:GPU,Yes,22106.1,95.2,231.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_90,32:GPU,Yes,22106.1,92.2,205.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_90,32:GPU,Yes,22106.1,95.1,210.9
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_90,32:GPU,Yes,22106.1,92.2,205.6
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_90,32:GPU,Yes,22106.1,94.8,207.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_90,32:GPU,No,22106.1,94.9,209.2
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_31,11:GPU,Yes,22104.0,95.0,208.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_31,11:GPU,Yes,22104.0,92.4,228.3
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_31,11:GPU,Yes,22104.0,92.6,207.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_31,11:GPU,Yes,22104.0,95.0,207.1
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_31,11:GPU,Yes,22104.0,92.3,204.8
gemma-3-1b-it_tensorrt_llm_bls,GPU-daf97dbd-b56b-dab3-0b2c-c0bf8a309c92,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_31,11:GPU,Yes,22104.0,92.4,205.5
