Model,Batch,Concurrency,Model Config Path,Instance Group,Max Batch Size,Satisfies Constraints,Throughput (infer/sec),p99 Latency (ms),Output Token Throughput (infer/sec)
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_39,15:GPU,1,Yes,8.0,1008.5,10283.5
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_39,15:GPU,1,Yes,4.4,916.6,5679.7
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_39,15:GPU,1,Yes,8.0,1985.7,10366.6
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_39,15:GPU,1,Yes,2.2,890.0,2894.3
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_39,15:GPU,1,Yes,8.0,3957.1,10372.0
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_39,15:GPU,1,Yes,1.1,991.7,1457.8
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_39,15:GPU,1,Yes,8.0,7906.4,10367.5
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_35,13:GPU,1,Yes,8.0,1008.9,10247.0
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_35,13:GPU,1,Yes,4.3,918.2,5667.5
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_35,13:GPU,1,Yes,8.0,2955.1,10339.5
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_35,13:GPU,1,Yes,2.2,893.3,2883.7
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_35,13:GPU,1,Yes,8.0,3977.1,10325.3
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_35,13:GPU,1,Yes,1.1,994.1,1454.2
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_35,13:GPU,1,Yes,8.0,8889.2,10344.4
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_97,35:GPU,2,Yes,8.0,1008.9,10261.1
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_97,35:GPU,2,Yes,4.3,919.5,5659.1
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_97,35:GPU,2,Yes,8.0,2982.8,10351.6
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_97,35:GPU,2,Yes,2.2,892.9,2884.0
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_97,35:GPU,2,Yes,8.0,6925.9,10367.5
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_97,35:GPU,2,Yes,1.1,1004.9,1454.5
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_97,35:GPU,2,No,8.0,11846.0,10352.5
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_142,52:GPU,2,Yes,8.0,1009.3,10267.1
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_142,52:GPU,2,Yes,4.3,917.7,5672.4
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_142,52:GPU,2,Yes,8.0,1988.0,10355.7
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_142,52:GPU,2,Yes,2.2,891.8,2891.6
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_142,52:GPU,2,Yes,1.1,986.2,1457.6
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_142,52:GPU,2,Yes,8.0,6901.0,10364.4
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_142,52:GPU,2,No,8.0,13806.1,10370.2
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_30,11:GPU,1,Yes,8.0,1009.1,10267.5
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_30,11:GPU,1,Yes,4.3,918.9,5663.7
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_30,11:GPU,1,Yes,8.0,1999.8,10308.7
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_30,11:GPU,1,Yes,2.2,892.1,2883.8
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_30,11:GPU,1,Yes,8.0,3974.0,10334.5
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_30,11:GPU,1,Yes,1.1,989.6,1454.0
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_30,11:GPU,1,Yes,8.0,7943.2,10319.8
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_70,25:GPU,8,Yes,8.0,1009.5,10252.9
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_70,25:GPU,8,Yes,4.3,920.6,5655.0
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_70,25:GPU,8,Yes,8.0,2970.3,10339.0
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_70,25:GPU,8,Yes,2.2,892.5,2885.0
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_70,25:GPU,8,Yes,1.1,996.2,1452.3
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_70,25:GPU,8,No,8.0,14838.1,10356.8
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_70,25:GPU,8,No,8.0,22802.2,10330.2
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_136,50:GPU,2,Yes,8.0,1009.5,10251.5
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_136,50:GPU,2,Yes,4.3,918.3,5632.7
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_136,50:GPU,2,Yes,8.0,1992.5,10342.3
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_136,50:GPU,2,Yes,2.2,890.4,2890.7
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_136,50:GPU,2,Yes,8.0,6929.9,10358.5
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_136,50:GPU,2,Yes,1.1,994.8,1452.7
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_136,50:GPU,2,No,8.0,13808.1,10370.1
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_103,38:GPU,1,Yes,8.0,1008.9,10284.8
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_103,38:GPU,1,Yes,4.4,916.8,5675.9
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_103,38:GPU,1,Yes,8.0,1986.4,10378.0
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_103,38:GPU,1,Yes,2.2,889.9,2893.5
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_103,38:GPU,1,Yes,8.0,3956.9,10372.3
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_103,38:GPU,1,Yes,1.1,989.5,1456.8
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_103,38:GPU,1,Yes,8.0,8863.9,10377.4
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_123,46:GPU,1,Yes,8.0,1009.5,10278.0
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_123,46:GPU,1,Yes,4.4,917.4,5673.6
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_123,46:GPU,1,Yes,8.0,1983.8,10366.1
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_123,46:GPU,1,Yes,2.2,888.9,2893.0
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_123,46:GPU,1,Yes,8.0,3957.9,10368.8
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_123,46:GPU,1,Yes,1.1,989.9,1455.7
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_123,46:GPU,1,Yes,8.0,8860.2,10381.9
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_55,20:GPU,1,Yes,8.0,1009.3,10278.0
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_55,20:GPU,1,Yes,4.3,917.9,5567.2
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_55,20:GPU,1,Yes,8.0,1986.0,10358.4
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_55,20:GPU,1,Yes,2.2,891.8,2888.8
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_55,20:GPU,1,Yes,8.0,4930.8,10363.4
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_55,20:GPU,1,Yes,1.1,992.7,1455.1
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_55,20:GPU,1,Yes,8.0,8880.3,10359.3
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_51,18:GPU,2,Yes,7.9,1006.2,10245.0
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_51,18:GPU,2,Yes,4.4,916.5,5683.4
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_51,18:GPU,2,Yes,8.0,1991.1,10364.6
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_51,18:GPU,2,Yes,2.2,888.6,2895.1
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_51,18:GPU,2,Yes,8.0,5923.6,10379.5
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_51,18:GPU,2,Yes,1.1,994.5,1457.2
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_51,18:GPU,2,Yes,8.0,9869.1,10364.0
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_86,31:GPU,1,Yes,8.0,1009.6,10246.3
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_86,31:GPU,1,Yes,4.3,917.1,5665.0
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_86,31:GPU,1,Yes,8.0,1985.6,10355.3
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_86,31:GPU,1,Yes,2.2,893.7,2883.8
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_86,31:GPU,1,Yes,8.0,3960.3,10370.6
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_86,31:GPU,1,Yes,1.1,987.7,1454.6
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_86,31:GPU,1,Yes,8.0,7909.5,10366.2
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_152,56:GPU,1,Yes,8.0,1009.3,10267.6
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_152,56:GPU,1,Yes,4.4,916.2,5569.0
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_152,56:GPU,1,Yes,8.0,1991.0,10355.8
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_152,56:GPU,1,Yes,2.2,889.1,2891.9
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_152,56:GPU,1,Yes,8.0,3958.3,10370.7
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_152,56:GPU,1,Yes,1.1,979.8,1456.0
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_152,56:GPU,1,Yes,8.0,7901.0,10373.3
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_43,16:GPU,1,Yes,8.0,1010.1,10264.8
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_43,16:GPU,1,Yes,4.3,920.3,5666.6
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_43,16:GPU,1,Yes,8.0,1987.3,10353.7
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_43,16:GPU,1,Yes,2.2,892.7,2886.4
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_43,16:GPU,1,Yes,8.0,3967.1,10360.5
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_43,16:GPU,1,Yes,1.1,992.1,1454.0
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_43,16:GPU,1,Yes,8.0,7919.3,10355.2
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_147,53:GPU,8,Yes,7.9,1003.1,10209.1
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_147,53:GPU,8,Yes,4.3,917.3,5568.2
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_147,53:GPU,8,Yes,8.0,1992.5,10353.4
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_147,53:GPU,8,Yes,2.2,889.7,2891.6
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_147,53:GPU,8,Yes,1.1,982.5,1456.2
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_147,53:GPU,8,No,8.0,18784.6,10357.8
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_147,53:GPU,8,No,8.0,30609.0,10368.3
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_130,48:GPU,1,Yes,8.0,1009.9,10254.1
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_130,48:GPU,1,Yes,4.3,919.8,5657.7
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_130,48:GPU,1,Yes,8.0,1992.4,10339.8
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_130,48:GPU,1,Yes,2.2,893.4,2883.9
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_130,48:GPU,1,Yes,8.0,3965.9,10339.0
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_130,48:GPU,1,Yes,1.1,993.7,1453.5
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_130,48:GPU,1,Yes,8.0,7910.3,10358.5
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_41,15:GPU,4,Yes,7.9,1006.8,10247.4
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_41,15:GPU,4,Yes,4.4,918.1,5674.9
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_41,15:GPU,4,Yes,8.0,1986.9,10344.4
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_41,15:GPU,4,Yes,2.2,892.2,2885.6
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_41,15:GPU,4,Yes,1.1,993.0,1454.4
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_41,15:GPU,4,Yes,8.0,7919.0,10342.3
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_41,15:GPU,4,No,8.0,11854.0,10359.2
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_84,30:GPU,2,Yes,7.9,1007.0,10235.6
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_84,30:GPU,2,Yes,4.4,916.0,5680.6
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_84,30:GPU,2,Yes,2.2,889.4,2895.2
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_84,30:GPU,2,Yes,8.0,3936.2,10375.8
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_84,30:GPU,2,Yes,1.1,990.4,1456.7
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_84,30:GPU,2,Yes,8.0,7877.8,10376.7
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_84,30:GPU,2,No,8.0,10828.8,10394.0
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_96,35:GPU,1,Yes,8.0,1010.5,10249.9
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_96,35:GPU,1,Yes,4.3,920.6,5654.9
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_96,35:GPU,1,Yes,8.0,1990.8,10333.0
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_96,35:GPU,1,Yes,2.2,894.0,2883.2
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_96,35:GPU,1,Yes,8.0,3975.2,10341.4
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_96,35:GPU,1,Yes,1.1,1002.7,1451.4
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_96,35:GPU,1,Yes,8.0,8886.6,10359.9
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_74,27:GPU,1,Yes,8.0,1010.5,10280.0
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_74,27:GPU,1,Yes,4.3,917.4,5668.4
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_74,27:GPU,1,Yes,8.0,1985.8,10363.9
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_74,27:GPU,1,Yes,2.2,891.0,2887.7
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_74,27:GPU,1,Yes,8.0,4930.7,10363.0
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_74,27:GPU,1,Yes,1.1,988.0,1454.9
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_74,27:GPU,1,Yes,8.0,8871.3,10367.8
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_83,30:GPU,1,Yes,8.0,1010.5,10269.0
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_83,30:GPU,1,Yes,4.4,917.7,5676.9
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_83,30:GPU,1,Yes,8.0,1985.8,10353.1
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_83,30:GPU,1,Yes,2.2,891.0,2893.9
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_83,30:GPU,1,Yes,8.0,4921.5,10362.9
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_83,30:GPU,1,Yes,1.1,994.5,1456.1
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_83,30:GPU,1,Yes,8.0,8874.8,10359.0
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_141,52:GPU,1,Yes,8.0,1009.6,10257.3
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_141,52:GPU,1,Yes,4.3,919.3,5666.1
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_141,52:GPU,1,Yes,8.0,1987.9,10342.2
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_141,52:GPU,1,Yes,2.2,892.1,2885.6
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_141,52:GPU,1,Yes,8.0,3969.0,10351.6
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_141,52:GPU,1,Yes,1.1,985.5,1452.6
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_141,52:GPU,1,Yes,8.0,8878.9,10348.9
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_68,25:GPU,2,Yes,8.0,1010.3,10255.8
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_68,25:GPU,2,Yes,4.3,918.4,5626.6
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_68,25:GPU,2,Yes,8.0,2996.8,10313.5
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_68,25:GPU,2,Yes,2.2,891.9,2885.7
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_68,25:GPU,2,Yes,1.1,994.6,1453.3
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_68,25:GPU,2,Yes,8.0,7883.9,10364.6
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_68,25:GPU,2,Yes,8.0,9895.0,10349.6
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_99,36:GPU,1,Yes,8.0,1010.8,10259.7
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_99,36:GPU,1,Yes,4.3,916.6,5674.3
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_99,36:GPU,1,Yes,8.0,1988.2,10357.8
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_99,36:GPU,1,Yes,2.2,890.0,2892.3
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_99,36:GPU,1,Yes,8.0,3969.8,10361.7
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_99,36:GPU,1,Yes,1.1,991.5,1458.0
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_99,36:GPU,1,Yes,8.0,8877.1,10364.6
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_45,16:GPU,4,Yes,7.9,1007.4,10217.6
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_45,16:GPU,4,Yes,4.3,920.6,5626.2
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_45,16:GPU,4,Yes,8.0,1984.5,10360.3
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_45,16:GPU,4,Yes,2.2,892.8,2884.9
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_45,16:GPU,4,Yes,1.1,991.6,1452.8
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_45,16:GPU,4,Yes,8.0,8882.0,10362.5
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_45,16:GPU,4,No,8.0,11849.6,10373.8
