Model,Batch,Concurrency,Model Config Path,Instance Group,Max Batch Size,Satisfies Constraints,Throughput (infer/sec),p99 Latency (ms),Output Token Throughput (infer/sec)
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_37,14:GPU,1,Yes,8.0,1011.1,10242.0
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_37,14:GPU,1,Yes,4.3,917.2,5666.2
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_37,14:GPU,1,Yes,8.0,1992.2,10350.6
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_37,14:GPU,1,Yes,2.2,893.2,2884.5
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_37,14:GPU,1,Yes,8.0,4922.3,10351.8
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_37,14:GPU,1,Yes,1.1,991.1,1453.3
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_37,14:GPU,1,Yes,8.0,7922.9,10343.5
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_63,23:GPU,1,Yes,8.0,1010.8,10267.0
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_63,23:GPU,1,Yes,4.3,920.5,5658.4
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_63,23:GPU,1,Yes,8.0,1987.5,10355.0
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_63,23:GPU,1,Yes,2.2,891.7,2886.6
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_63,23:GPU,1,Yes,8.0,3958.6,10369.1
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_63,23:GPU,1,Yes,1.1,990.3,1454.7
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_63,23:GPU,1,Yes,8.0,7910.6,10366.7
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_129,47:GPU,8,Yes,8.0,1010.0,10250.5
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_129,47:GPU,8,Yes,4.3,918.4,5620.5
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_129,47:GPU,8,Yes,2.2,893.1,2882.7
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_129,47:GPU,8,Yes,8.0,4950.2,10329.9
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_129,47:GPU,8,Yes,1.1,994.7,1453.0
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_129,47:GPU,8,No,8.0,12872.6,10345.6
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_129,47:GPU,8,No,8.0,27703.0,10349.9
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_101,37:GPU,1,Yes,8.0,1011.1,10247.3
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_101,37:GPU,1,Yes,4.3,919.2,5654.6
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_101,37:GPU,1,Yes,8.0,1990.6,10341.8
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_101,37:GPU,1,Yes,2.2,893.1,2884.0
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_101,37:GPU,1,Yes,8.0,3972.1,10344.3
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_101,37:GPU,1,Yes,1.1,995.6,1452.1
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_101,37:GPU,1,Yes,8.0,8887.0,10362.0
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_148,54:GPU,1,Yes,8.0,1011.4,10238.7
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_148,54:GPU,1,Yes,4.3,918.9,5664.8
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_148,54:GPU,1,Yes,8.0,1991.2,10339.3
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_148,54:GPU,1,Yes,2.2,893.3,2882.8
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_148,54:GPU,1,Yes,8.0,3964.5,10366.2
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_148,54:GPU,1,Yes,1.1,985.7,1451.9
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_148,54:GPU,1,Yes,8.0,8878.0,10362.6
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_144,53:GPU,1,Yes,8.0,1011.5,10254.6
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_144,53:GPU,1,Yes,4.3,921.2,5654.6
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_144,53:GPU,1,Yes,8.0,1987.6,10341.8
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_144,53:GPU,1,Yes,2.2,892.6,2884.4
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_144,53:GPU,1,Yes,8.0,3963.8,10359.7
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_144,53:GPU,1,Yes,1.1,987.1,1452.7
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_144,53:GPU,1,Yes,8.0,8886.6,10356.4
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_137,50:GPU,4,Yes,7.9,1007.8,10224.1
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_137,50:GPU,4,Yes,4.3,918.5,5660.1
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_137,50:GPU,4,Yes,8.0,1997.5,10336.2
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_137,50:GPU,4,Yes,2.2,893.2,2884.2
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_137,50:GPU,4,Yes,1.1,994.4,1452.3
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_137,50:GPU,4,Yes,8.0,9879.5,10352.7
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_137,50:GPU,4,No,8.0,20766.4,10354.7
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_113,42:GPU,1,Yes,8.0,1011.4,10247.1
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_113,42:GPU,1,Yes,4.3,919.0,5663.2
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_113,42:GPU,1,Yes,8.0,1990.7,10340.3
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_113,42:GPU,1,Yes,2.2,893.4,2883.2
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_113,42:GPU,1,Yes,8.0,3961.0,10359.8
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_113,42:GPU,1,Yes,1.1,992.5,1452.5
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_113,42:GPU,1,Yes,8.0,8882.6,10362.5
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_108,40:GPU,1,Yes,8.0,1011.9,10233.9
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_108,40:GPU,1,Yes,4.3,919.4,5662.6
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_108,40:GPU,1,Yes,8.0,1988.4,10339.5
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_108,40:GPU,1,Yes,2.2,892.7,2885.5
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_108,40:GPU,1,Yes,8.0,3964.8,10358.2
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_108,40:GPU,1,Yes,1.1,993.9,1451.5
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_108,40:GPU,1,Yes,8.0,7922.0,10348.2
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_121,45:GPU,2,Yes,7.9,1008.4,10206.2
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_121,45:GPU,2,Yes,4.3,920.4,5619.6
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_121,45:GPU,2,Yes,2.2,893.3,2883.4
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_121,45:GPU,2,Yes,8.0,3949.0,10343.6
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_121,45:GPU,2,Yes,8.0,6920.2,10363.9
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_121,45:GPU,2,Yes,1.1,995.4,1454.6
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_121,45:GPU,2,No,8.0,12840.2,10358.4
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_145,53:GPU,2,Yes,8.0,1011.3,10249.9
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_145,53:GPU,2,Yes,4.3,918.6,5659.5
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_145,53:GPU,2,Yes,8.0,2991.7,10327.7
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_145,53:GPU,2,Yes,2.2,892.6,2881.7
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_145,53:GPU,2,Yes,1.1,985.6,1451.3
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_145,53:GPU,2,Yes,8.0,7900.7,10342.9
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_145,53:GPU,2,No,8.0,13851.5,10342.1
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_131,48:GPU,2,Yes,7.9,1008.4,10239.2
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_131,48:GPU,2,Yes,4.3,918.7,5672.0
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_131,48:GPU,2,Yes,2.2,890.6,2891.8
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_131,48:GPU,2,Yes,8.0,3939.2,10359.9
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_131,48:GPU,2,Yes,8.0,3962.0,10370.2
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_131,48:GPU,2,Yes,1.1,988.6,1456.6
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_131,48:GPU,2,No,8.0,12821.7,10371.6
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_32,12:GPU,1,Yes,8.0,1012.0,10245.1
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_32,12:GPU,1,Yes,4.3,920.3,5663.5
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_32,12:GPU,1,Yes,8.0,2952.2,10339.0
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_32,12:GPU,1,Yes,2.2,894.7,2881.4
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_32,12:GPU,1,Yes,8.0,4930.1,10337.8
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_32,12:GPU,1,Yes,1.1,990.6,1454.5
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_32,12:GPU,1,Yes,8.0,8898.6,10329.8
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_115,43:GPU,1,Yes,8.0,1012.3,10259.9
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_115,43:GPU,1,Yes,4.3,919.2,5662.5
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_115,43:GPU,1,Yes,8.0,1984.0,10356.3
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_115,43:GPU,1,Yes,2.2,892.7,2883.7
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_115,43:GPU,1,Yes,8.0,3966.1,10355.6
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_115,43:GPU,1,Yes,1.1,993.7,1452.5
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_115,43:GPU,1,Yes,8.0,8875.1,10371.0
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_81,29:GPU,1,Yes,8.0,1012.1,10270.0
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_81,29:GPU,1,Yes,4.4,917.3,5675.7
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_81,29:GPU,1,Yes,8.0,1984.1,10355.8
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_81,29:GPU,1,Yes,2.2,891.5,2890.6
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_81,29:GPU,1,Yes,8.0,4922.1,10362.8
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_81,29:GPU,1,Yes,1.1,993.8,1453.9
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_81,29:GPU,1,Yes,8.0,8882.9,10369.5
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_133,49:GPU,1,Yes,8.0,1012.4,10237.7
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_133,49:GPU,1,Yes,4.3,920.5,5656.5
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_133,49:GPU,1,Yes,8.0,1989.2,10338.2
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_133,49:GPU,1,Yes,2.2,893.1,2881.4
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_133,49:GPU,1,Yes,8.0,3963.8,10356.4
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_133,49:GPU,1,Yes,1.1,992.5,1452.1
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_133,49:GPU,1,Yes,8.0,8878.5,10358.0
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_111,41:GPU,1,Yes,8.0,1012.4,10260.7
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_111,41:GPU,1,Yes,4.3,917.5,5666.9
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_111,41:GPU,1,Yes,8.0,1986.8,10332.4
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_111,41:GPU,1,Yes,2.2,893.3,2883.7
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_111,41:GPU,1,Yes,8.0,3973.5,10345.1
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_111,41:GPU,1,Yes,1.1,1001.3,1452.8
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_111,41:GPU,1,Yes,8.0,8876.0,10363.7
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_58,21:GPU,2,Yes,7.9,1009.1,10235.7
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_58,21:GPU,2,Yes,4.3,919.0,5664.2
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_58,21:GPU,2,Yes,8.0,1988.6,10357.3
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_58,21:GPU,2,Yes,2.2,892.2,2885.7
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_58,21:GPU,2,Yes,8.0,5943.1,10361.1
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_58,21:GPU,2,Yes,1.1,993.8,1453.9
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_58,21:GPU,2,Yes,8.0,9867.8,10372.7
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_117,44:GPU,1,Yes,8.0,1012.5,10246.3
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_117,44:GPU,1,Yes,4.3,921.3,5652.1
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_117,44:GPU,1,Yes,8.0,1994.4,10327.4
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_117,44:GPU,1,Yes,2.2,895.8,2876.6
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_117,44:GPU,1,Yes,8.0,3975.0,10327.9
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_117,44:GPU,1,Yes,1.1,994.1,1449.1
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_117,44:GPU,1,Yes,8.0,7936.9,10329.1
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_102,37:GPU,2,Yes,7.9,1009.2,10243.9
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_102,37:GPU,2,Yes,4.4,916.8,5675.7
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_102,37:GPU,2,Yes,8.0,1986.8,10352.0
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_102,37:GPU,2,Yes,2.2,888.7,2893.4
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_102,37:GPU,2,Yes,8.0,5936.6,10366.5
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_102,37:GPU,2,Yes,1.1,993.3,1455.0
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_102,37:GPU,2,No,8.0,11827.0,10383.1
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_119,44:GPU,4,Yes,7.9,1009.4,10247.6
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_119,44:GPU,4,Yes,8.0,2987.8,10348.5
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_119,44:GPU,4,Yes,2.2,889.6,2891.9
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_119,44:GPU,4,Yes,4.3,1755.8,5467.9
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_119,44:GPU,4,Yes,1.1,989.9,1457.5
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_119,44:GPU,4,Yes,8.0,8896.2,10370.5
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_119,44:GPU,4,No,8.0,20705.8,10373.7
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_146,53:GPU,4,Yes,7.9,1009.6,10219.0
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_146,53:GPU,4,Yes,4.3,916.4,5533.3
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_146,53:GPU,4,Yes,8.0,1992.0,10358.0
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_146,53:GPU,4,Yes,2.2,890.4,2890.3
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_146,53:GPU,4,Yes,1.1,985.6,1456.3
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_146,53:GPU,4,Yes,8.0,7899.1,10360.1
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_146,53:GPU,4,No,8.0,20728.8,10372.9
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_33,12:GPU,2,Yes,7.9,1009.9,10232.4
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_33,12:GPU,2,Yes,4.4,916.9,5611.0
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_33,12:GPU,2,Yes,8.0,2982.7,10346.7
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_33,12:GPU,2,Yes,2.2,891.1,2891.5
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_33,12:GPU,2,Yes,8.0,5918.4,10341.0
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_33,12:GPU,2,Yes,1.1,992.3,1455.7
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_33,12:GPU,2,Yes,8.0,9871.2,10346.1
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_26,9:GPU,2,Yes,7.9,1010.2,10227.9
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_26,9:GPU,2,Yes,4.3,918.4,5667.0
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_26,9:GPU,2,Yes,8.0,2979.4,10280.3
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_26,9:GPU,2,Yes,2.2,893.9,2885.5
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_26,9:GPU,2,Yes,8.0,4974.9,10283.9
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_26,9:GPU,2,Yes,1.1,995.4,1454.1
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_26,9:GPU,2,Yes,8.0,8948.6,10278.7
gemma-3-1b-it_tensorrt_llm_bls,1,8,gemma-3-1b-it_tensorrt_llm_bls_config_153,56:GPU,2,Yes,7.9,1010.1,10215.9
gemma-3-1b-it_tensorrt_llm_bls,1,4,gemma-3-1b-it_tensorrt_llm_bls_config_153,56:GPU,2,Yes,4.3,920.8,5657.1
gemma-3-1b-it_tensorrt_llm_bls,1,16,gemma-3-1b-it_tensorrt_llm_bls_config_153,56:GPU,2,Yes,8.0,1987.7,10340.6
gemma-3-1b-it_tensorrt_llm_bls,1,2,gemma-3-1b-it_tensorrt_llm_bls_config_153,56:GPU,2,Yes,2.2,893.4,2880.5
gemma-3-1b-it_tensorrt_llm_bls,1,32,gemma-3-1b-it_tensorrt_llm_bls_config_153,56:GPU,2,Yes,8.0,6939.0,10345.8
gemma-3-1b-it_tensorrt_llm_bls,1,1,gemma-3-1b-it_tensorrt_llm_bls_config_153,56:GPU,2,Yes,1.1,984.8,1452.8
gemma-3-1b-it_tensorrt_llm_bls,1,64,gemma-3-1b-it_tensorrt_llm_bls_config_153,56:GPU,2,No,8.0,14806.7,10363.6
